#node	identifier	domain_summary_url	annotation	other_names_and_aliases
BBS2	9606.ENSP00000245157	Bardet-Biedl syndrome 2 protein; The BBSome complex is thought to function as a coat complex required for sorting of specific membrane proteins to the primary cilia. The BBSome complex is required for ciliogenesis but is dispensable for centriolar satellite function. This ciliogenic function is mediated in part by the Rab8 GDP/GTP exchange factor, which localizes to the basal body and contacts the BBSome. Rab8(GTP) enters the primary cilium and promotes extension of the ciliary membrane. Firstly the BBSome associates with the ciliary membrane and binds to RAB3IP/Rabin8, the guanosyl ex [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=721:Pfam_BBS2_N(20|126)+Pfam_BBS2_Mid(165|272)+Pfam_BBS2_C(276|715)+	583,AC009155,AC026461,AC092140,AF342736,BBS,BBS2,BBS2-201,BBS2-202,BBS2-203,BBS2-204,BBS2-205,BBS2-206,BBS2-207,BBS2-208,BBS2-209,BBS2-210,BBS2-211,BBS2-212,BBS2-213,BBS2-214,BBS2-215,BBS2-216,BBS2-217,BBS2-218,BBS2-219,BBS2-220,BBS2-221,BBS2_HUMAN,Bardet-Biedl syndrome 2,Bardet-Biedl syndrome 2 protein,CCDS32451,CCDS32451.1,ENSG00000125124,ENSP00000245157,ENSP00000373386,ENSP00000373387,ENSP00000454986,ENSP00000455651,ENSP00000456289,ENSP00000456741,ENSP00000463176,ENSP00000463731,ENST00000245157,ENST00000245157.9,ENST00000388734,ENST00000388735,ENST00000561853,ENST00000561853.1,ENST00000561877,ENST00000561877.1,ENST00000561951,ENST00000561951.5,ENST00000562012,ENST00000562012.1,ENST00000562059,ENST00000562059.1,ENST00000562813,ENST00000562813.1,ENST00000564123,ENST00000564123.6,ENST00000564459,ENST00000564459.5,ENST00000565378,ENST00000565378.1,ENST00000565781,ENST00000565781.5,ENST00000565859,ENST00000565859.1,ENST00000566210,ENST00000566210.1,ENST00000566410,ENST00000566410.1,ENST00000566452,ENST00000566452.1,ENST00000566495,ENST00000566495.1,ENST00000566689,ENST00000566689.5,ENST00000568104,ENST00000568104.5,ENST00000569192,ENST00000569192.5,ENST00000569342,ENST00000569342.5,ENST00000569941,ENST00000569941.5,H3BNS7,H3BQ79,H3BRL0,HGNC:967,HPA041315,J3QKP7,J3QLW0,NM_031885,NM_031885.3,NM_031885.4,NP_114091,NP_114091.3,NX_Q9BXC9,OMIM:606151,OTTHUMG00000176943,Q96CM0,Q96SN9,Q9BXC9,R-HSA-1852241,R-HSA-5617833,R-HSA-5620920,R-HSA-5620922,RP74,UPI0000167B72,UPI0000E59D94,UPI0002467068,UPI0002467069,UPI000246706A,UPI000246706B,UPI000268AE62,URS0000D6D694,URS0000D6E28A,URS0000D6EBBF,URS0000E9D49F,URS0000E9DEF4,URS0000EB514A,URS0000EB9232,URS0000EB9639,URS0000EBF076,XM_005256080,XM_005256080.2,XP_005256137,XP_005256137.1,XR_001751958,XR_001751958.1,XR_001751959,XR_001751959.2,XR_001751960,XR_001751960.1,XR_001751961,XR_001751961.1,XR_933379,XR_933379.1,XR_933380,XR_933380.2,hsa:583,uc002ejd.3
BEST1	9606.ENSP00000399709	Bestrophin-1; Forms calcium-sensitive chloride channels. Highly permeable to bicarbonate.	https://smart.embl.de/smart/DDvec.cgi?smart=604:Pfam_Bestrophin(1|256)+	7439,A0A0C4DGE9,A8K0W6,AAC33766.1,AAC64343.1,AAC64344.1,AAC64926.1,AAH15220.1,AAH41664.1,AAR99654.1,AF057169,AF057170,AF073491,AF073492,AF073493,AF073494,AF073495,AF073496,AF073497,AF073498,AF073499,AF073500,AF073501,AK289681,AK293701,AK295998,AK301392,AP003733,ARB,AY515704,B7Z1N8,B7Z3J8,B7Z736,BAF82370.1,BAH11574.1,BAH12234.1,BAH13472.1,BC015220,BC041664,BEST,BEST1,BEST1-201,BEST1-202,BEST1-203,BEST1-204,BEST1-205,BEST1-206,BEST1-207,BEST1-208,BEST1-209,BEST1_HUMAN,BMD,Best disease,Best1V1Delta2,Bestrophin 1,Bestrophin-1,CCDS31580,CCDS31580.1,CCDS44623,CCDS44623.1,CCDS86208,CCDS86208.1,CH471076,E9PMB5,EAW73982.1,EAW73985.1,ENSG00000167995,ENSP00000301774,ENSP00000320436,ENSP00000336613,ENSP00000367281,ENSP00000367282,ENSP00000399709,ENSP00000408390,ENSP00000431189,ENSP00000432681,ENSP00000433195,ENSP00000498958,ENST00000301774,ENST00000314907,ENST00000337356,ENST00000378042,ENST00000378043,ENST00000378043.8,ENST00000435278,ENST00000449131,ENST00000449131.6,ENST00000524877,ENST00000524877.5,ENST00000524926,ENST00000524926.5,ENST00000526988,ENST00000526988.1,ENST00000529265,ENST00000529265.5,ENST00000533521,ENST00000533521.5,ENST00000534553,ENST00000534553.5,ENST00000652345,HGNC:12703,HPA057464,NM_001139443,NM_001139443.1,NM_001139443.2,NM_001300786,NM_001300786.1,NM_001300786.2,NM_001300787,NM_001300787.1,NM_001300787.2,NM_001363591,NM_001363591.2,NM_001363592,NM_001363592.1,NM_001363593,NM_001363593.2,NM_004183,NM_004183.3,NM_004183.4,NP_001132915,NP_001132915.1,NP_001287715,NP_001287715.1,NP_001287716,NP_001287716.1,NP_001350520,NP_001350520.1,NP_001350521,NP_001350521.1,NP_001350522,NP_001350522.1,NP_004174,NP_004174.1,NR_134580,NR_134580.2,NX_O76090,O75904,O76090,OMIM:607854,OTTHUMG00000167469,Q53YQ9,Q8IUR9,Q8IZ80,R-HSA-2672351,R-HSA-382551,R-HSA-983712,RP50,TU15B,UPI0000138985,UPI0000232791,UPI0000EE458C,UPI0001914AC6,UPI0001F77B87,VMD2,Vitelliform macular dystrophy protein 2,XM_005274210,XM_005274210.4,XM_005274215,XM_005274215.3,XM_005274215.4,XM_005274216,XM_005274216.4,XM_005274219,XM_005274219.4,XM_005274221,XM_005274221.4,XM_011545229,XM_011545229.3,XM_011545230,XM_011545230.3,XM_017018229.1,XM_017018230,XM_017018230.2,XP_005274267,XP_005274267.1,XP_005274272,XP_005274272.1,XP_005274273,XP_005274273.1,XP_005274276,XP_005274276.1,XP_005274278,XP_005274278.1,XP_011543531,XP_011543531.1,XP_011543532,XP_011543532.1,XP_016873718.1,XP_016873719,XP_016873719.1,XR_001747952,XR_001747952.2,XR_001747953,XR_001747953.2,bestrophin 1,hsa:7439,uc001nsr.3,uc001nss.4,vitelliform macular dystrophy 2
C1QTNF5	9606.ENSP00000431140	Complement C1q tumor necrosis factor-related protein 5; C1q and TNF related 5.	https://smart.embl.de/smart/DDvec.cgi?smart=243:C1Q(97|235)+	114902,4F3J,4NN0,A0A024R3F8,A0A0U1RQW5,A6NDD3,AAH29485.1,AAK17965.1,AAQ88749.1,ACA06014.1,AF329841,AJ862823,AL110261,AP003396,AY358383,B0YJ35,BC029485,C1QT5_HUMAN,C1QTNF5,C1QTNF5-201,C1QTNF5-202,C1QTNF5-203,C1QTNF5-204,C1q and TNF related 5,C1q and tumor necrosis factor related protein 5,CAB025607,CAB53702.1,CAH93522.1,CCDS8420,CCDS8420.1,CH471065,CTRP5,DKFZp586B0621,EAW67481.1,EAW67482.1,EF444994,ENSG00000223953,ENSP00000402389,ENSP00000431140,ENSP00000456533,ENSP00000489201,ENST00000445041,ENST00000525657,ENST00000525657.2,ENST00000528368,ENST00000528368.2,ENST00000530681,ENST00000530681.2,ENST00000634633,ENST00000634633.1,HGNC:14344,HPA038604,LORD,LT962968,MFRP,NM_001278431,NM_001278431.1,NM_001278431.2,NM_015645,NM_015645.4,NM_015645.5,NP_001265360,NP_001265360.1,NP_056460,NP_056460.1,NX_Q9BXJ0,OMIM:608752,OTTHUMG00000166198,Q335M2,Q8N6P2,Q9BXJ0,Q9UFX4,SOR70186.1,UNQ303/PRO344,UPI000003553A,UPI000719A117,URS0000EA9DE2,hsa:114902,myonectin,uc058iiv.1,uc058iiv.2
C8orf37	9606.ENSP00000286688	Protein C8orf37; May be involved in photoreceptor outer segment disk morphogenesis (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=207:Pfam_RMP(55|207)+	157657,AC024995,ADE62519.1,AK055162,AP003466,BAB70866.1,BBS21,Bardet-Biedl syndrome 21,C8orf37,C8orf37-201,CCDS6268,CCDS6268.1,CH037_HUMAN,CH471060,CORD16,Chromosome 8 open reading frame 37,EAW91744.1,EAW91745.1,ENSG00000156172,ENSP00000286688,ENST00000286688,ENST00000286688.5,F4Y588,FAP418,FLJ30600,GQ240139,HGNC:27232,HPA024198,MOT25,NM_001363260,NM_001363260.1,NM_177965,NM_177965.3,NM_177965.4,NP_001350189,NP_001350189.1,NP_808880,NP_808880.1,NX_Q96NL8,OMIM:614477,OTTHUMG00000164663,Protein C8orf37,Q96NL8,RP64,UPI00000737D8,chromosome 8 open reading frame 37,cone-rod dystrophy 16,hsa:157657,smalltalk,uc003yho.3
CA4	9606.ENSP00000300900	Carbonic anhydrase 4; Reversible hydration of carbon dioxide. May stimulate the sodium/bicarbonate transporter activity of SLC4A4 that acts in pH homeostasis. It is essential for acid overload removal from the retina and retina epithelium, and acid release in the choriocapillaris in the choroid; Belongs to the alpha-carbonic anhydrase family.	https://smart.embl.de/smart/DDvec.cgi?smart=312:SIGNAL(1|19)+Carb_anhydrase(23|285)+TRANS(292|311)+	1ZNC,3F7B,3F7U,3FW3,4.2.1.1,5IPZ,5JN8,5JN9,5JNA,5JNC,5KU6,762,AAA35625.1,AAA35626.1,AAA35630.1,AAH57792.1,AAH69649.1,AAH74768.1,AC025048,AK289715,AK298710,B4DQA4,BAF82404.1,BAG60866.1,BC057792,BC069649,BC074768,CA-IV,CA4,CA4-201,CA4-202,CA4-203,CA4-204,CA4-205,CA4-206,CAG46565.1,CAH4_HUMAN,CAIV,CCDS11624,CCDS11624.1,CH471109,CHEMBL3729,CR541766,Car4,Carbonate dehydratase IV,Carbonic anhydrase 4,Carbonic anhydrase IV,EAW94362.1,EC 4.2.1.1,ENSG00000167434,ENSP00000300900,ENSP00000405207,ENSP00000464757,ENSP00000465837,ENSP00000466964,ENSP00000467465,ENST00000300900,ENST00000300900.8,ENST00000418816,ENST00000585705,ENST00000585705.5,ENST00000586876,ENST00000586876.1,ENST00000587265,ENST00000587265.1,ENST00000590203,ENST00000590203.1,ENST00000591725,ENST00000591725.1,HGNC:1375,HPA011089,HPA017258,K7EIH9,K7EKY5,K7ENI8,L10951,L10953,L10954,L10955,M83670,NM_000717,NM_000717.4,NM_000717.5,NP_000708,NP_000708.1,NX_P22748,OMIM:114760,OTTHUMG00000179987,P22748,Q6FHI7,R-HSA-1237044,R-HSA-1247673,R-HSA-1430728,R-HSA-1475029,R-HSA-1480926,R-HSA-382551,RP17,UPI000004EC91,UPI00017A79BC,UPI0002841174,UPI0002841175,UPI0002841176,XM_005257639,XM_005257639.3,XM_011525183,XM_011525183.2,XM_017025012,XM_017025012.1,XP_005257696,XP_005257696.1,XP_011523485,XP_011523485.1,XP_016880501,XP_016880501.1,XR_001752604,XR_001752604.2,XR_001752605,XR_001752605.2,XR_001752606,XR_001752606.2,XR_001752607,XR_001752607.2,XR_001752610,XR_001752610.2,carbonic anhydrase 4,carbonic anhydrase IV,hsa:762,retinitis pigmentosa 17 (autosomal dominant),uc002iym.5
CACNA1F	9606.ENSP00000365441	Voltage-dependent L-type calcium channel subunit alpha-1F; [Isoform 1]: Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1F gives rise to L-type calcium currents. Long-lasting (L-type) calcium channels belong to the 'high-voltage activated' (HVA) group. They are blocked by dihydropyridines (DHP), phenylalkylamines, and by benzot [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=1977:Pfam_Ion_trans(91|383)+Pfam_Ion_trans(528|768)+Pfam_Ion_trans(870|1148)+Pfam_PKD_channel(1282|1447)+Pfam_GPHH(1453|1523)+Ca_chan_IQ(1575|1609)+Pfam_CAC1F_C(1619|1976)+	778,A6NI29,AA019975,AAB92359.1,AAD03587.1,AAF15290.1,AC232271,AED89557.1,AF067227,AF196779,AF201304,AF235097,AIED,AJ006216,AJ224874,CAA06916.1,CAA12175.1,CAC1F_HUMAN,CACNA1F,CACNA1F-201,CACNA1F-202,CACNA1F-203,CACNA1F-204,CACNA1F-205,CACNA1F-206,CACNAF1,CCDS35253,CCDS35253.1,CCDS59166,CCDS59166.1,CCDS59167,CCDS59167.1,CHEMBL2363032,COD3,COD4,CORDX,CORDX3,CSNB2,CSNB2A,CSNBX2,Calcium voltage-gated channel subunit alpha1 F,Cav1.4,Cav1.4alpha1,ENSG00000102001,ENSP00000218120,ENSP00000321193,ENSP00000321459,ENSP00000321618,ENSP00000322109,ENSP00000322168,ENSP00000323231,ENSP00000365427,ENSP00000365428,ENSP00000365441,ENSP00000373768,ENSP00000373769,ENSP00000418961,ENST00000218120,ENST00000322999,ENST00000323009,ENST00000323022,ENST00000323022.9,ENST00000323042,ENST00000323067,ENST00000323086,ENST00000376251,ENST00000376251.5,ENST00000376252,ENST00000376265,ENST00000376265.2,ENST00000389116,ENST00000389117,ENST00000480889,ENST00000480889.1,ENST00000481035,ENST00000481035.1,ENST00000486943,ENST00000486943.1,F5CIQ9,H7C549,HGNC:1393,HPA068379,JF701915,JM8,JMC8,NM_001256789,NM_001256789.2,NM_001256789.3,NM_001256790,NM_001256790.2,NM_001256790.3,NM_005183,NM_005183.3,NM_005183.4,NP_001243718,NP_001243718.1,NP_001243719,NP_001243719.1,NP_005174,NP_005174.2,NX_O60840,O43901,O60840,O95226,OA2,OMIM:300110,OTTHUMG00000022703,Q9UHB1,R-HSA-397014,R-HSA-5576891,R-HSA-5576892,R-HSA-5576893,U93305,UPI0000072089,UPI0000072854,UPI0000127279,UPI0001B791C4,URS0000D1B5FC,URS0000E9E79D,XM_011543983,XM_011543983.2,XP_011542285,XP_011542285.1,calcium voltage-gated channel subunit alpha1 F,hsa:778,uc004dnb.3
CC2D2A	9606.ENSP00000403465	Coiled-coil and C2 domain-containing protein 2A; Component of the tectonic-like complex, a complex localized at the transition zone of primary cilia and acting as a barrier that prevents diffusion of transmembrane proteins between the cilia and plasma membranes. Required for ciliogenesis and sonic hedgehog/SHH signaling (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=1620:Pfam_CC2D2AN-C2(645|819)+C2(1042|1202)+	57545,A0A0J9YXT3,A0A0J9YY35,A0A0M3HER0,A0A140T8Y7,A0A494C0X1,A0A494C1C5,A6ND97,AAI03711.1,AB037766,AC007016,AC116651,ACC96081.1,AK023876,B3FW08,BAA92583.1,BAB14710.1,BC053865,BC070395,BC103710,C2D2A_HUMAN,CC2D2A,CC2D2A-201,CC2D2A-202,CC2D2A-203,CC2D2A-204,CC2D2A-205,CC2D2A-206,CC2D2A-207,CC2D2A-208,CC2D2A-209,CC2D2A-210,CC2D2A-211,CC2D2A-212,CC2D2A-213,CC2D2A-214,CC2D2A-215,CC2D2A-216,CC2D2A-217,CC2D2A-218,CC2D2A-219,CC2D2A-220,CCDS47026,CCDS47026.1,CCDS47027,CCDS47027.2,CCDS54744,CCDS54744.1,CH471069,Coiled-coil and C2 domain containing 2A,Coiled-coil and C2 domain-containing protein 2A,D6R9V3,D6RB72,E7EP21,E9PEV5,EAW92734.1,ENSG00000048342,ENSP00000053084,ENSP00000310857,ENSP00000325624,ENSP00000374303,ENSP00000387872,ENSP00000389020,ENSP00000398391,ENSP00000401154,ENSP00000403465,ENSP00000421585,ENSP00000421809,ENSP00000422875,ENSP00000422931,ENSP00000424368,ENSP00000426109,ENSP00000426846,ENSP00000427221,ENSP00000488534,ENSP00000488669,ENSP00000498775,ENSP00000499005,ENST00000053084,ENST00000310279,ENST00000323476,ENST00000389652,ENST00000389652.9,ENST00000413206,ENST00000424120,ENST00000424120.5,ENST00000426932,ENST00000438599,ENST00000438599.6,ENST00000446094,ENST00000503292,ENST00000503292.5,ENST00000503658,ENST00000503658.2,ENST00000506643,ENST00000506643.4,ENST00000507954,ENST00000507954.5,ENST00000510220,ENST00000510220.1,ENST00000510333,ENST00000511544,ENST00000511544.5,ENST00000512202,ENST00000512202.1,ENST00000512702,ENST00000512702.5,ENST00000513035,ENST00000513035.1,ENST00000513811,ENST00000513811.5,ENST00000514039,ENST00000514039.5,ENST00000514450,ENST00000514450.2,ENST00000515124,ENST00000515124.5,ENST00000634028,ENST00000634028.1,ENST00000650860,ENST00000651385,ENST00000652443,EU450799,H0Y941,HGNC:29253,HPA044124,JBTS9,KF510860,KIAA1345,LRG_697,LRG_697t1,LRG_697t2,MKS6,Meckel syndrome, type 6,NM_001080522,NM_001080522.2,NM_001164720,NM_001164720.1,NM_001164720.2,NM_020785,NM_020785.2,NP_001073991,NP_001073991.2,NP_001158192,NP_001158192.1,NP_065836,NP_065836.2,NX_Q9P2K1,OMIM:612013,OTTHUMG00000160255,Q3SYP3,Q9H8A7,Q9P2K1,R-HSA-1852241,R-HSA-5617833,R-HSA-5620912,UPI000020BD23,UPI000020BD2A,UPI000023731A,UPI000041394B,UPI0001D3B211,UPI0001D3B213,UPI0002909A9B,UPI000645476E,UPI0010854DDB,UPI00108AA6A2,UPI00108ED60E,URS0000E9209D,URS0000EA9CA5,XM_005248177,XM_005248177.1,XM_011513872,XM_011513872.3,XM_011513874,XM_011513874.2,XM_017008482,XM_017008482.1,XP_005248234,XP_005248234.1,XP_011512174,XP_011512174.1,XP_011512176,XP_011512176.1,XP_016863971,XP_016863971.1,XR_001741296,XR_001741296.1,coiled-coil and C2 domain containing 2A,hsa:57545,uc003gnq.5,uc062vgy.1
CCDC51	9606.ENSP00000379047	Mitochondrial potassium channel; Mitochondrial potassium channel located in the mitochondrial inner membrane. Together with ABCB8/MITOSUR, forms a protein complex localized in the mitochondria that mediates ATP- dependent potassium currents across the inner membrane (that is, mitoK(ATP) channel). May contribute to the homeostatic control of cellular metabolism under stress conditions by regulating the mitochondrial matrix volume.	https://smart.embl.de/smart/DDvec.cgi?smart=411:TRANS(386|408)+	79714,A0A024R2V4,AAH11993.1,AC134772,AK022498,BAB14060.1,BC011993,C9JPZ8,C9JSW8,CCDC51,CCDC51-201,CCDC51-202,CCDC51-203,CCDC51-204,CCDC51-205,CCDC51-206,CCDS2766,CCDS2766.2,CCDS58830,CCDS58830.1,CH471055,Coiled-coil domain containing 51,Coiled-coil domain-containing protein 51,EAW64867.1,EAW64868.1,EAW64871.1,ENSG00000164051,ENSP00000296441,ENSP00000379047,ENSP00000379049,ENSP00000392898,ENSP00000401194,ENSP00000408197,ENSP00000409494,ENSP00000412300,ENST00000296441,ENST00000395694,ENST00000395694.6,ENST00000395696,ENST00000412398,ENST00000412398.6,ENST00000438370,ENST00000438370.1,ENST00000442740,ENST00000442740.1,ENST00000446140,ENST00000446140.1,ENST00000447018,ENST00000447018.5,FLJ12436,HGNC:25714,HPA010980,HPA011408,MITOK,MITOK_HUMAN,Mitochondrial potassium channel,NM_001256964,NM_001256964.1,NM_001256964.2,NM_001256965,NM_001256965.2,NM_001256965.3,NM_001256966,NM_001256966.2,NM_001256966.3,NM_001256967,NM_001256967.2,NM_001256967.3,NM_001256968,NM_001256968.2,NM_001256968.3,NM_001256969,NM_001256969.2,NM_001256969.3,NM_024661,NM_024661.4,NM_024661.5,NP_001243893,NP_001243893.1,NP_001243894,NP_001243894.1,NP_001243895,NP_001243895.1,NP_001243896,NP_001243896.1,NP_001243897,NP_001243897.1,NP_001243898,NP_001243898.1,NP_078937,NP_078937.3,NX_Q96ER9,OMIM:618585,OTTHUMG00000133534,Q96ER9,Q9HA01,UPI000006E915,UPI00005A7643,UPI000198CB0C,UPI000198CB0D,XM_011534113,XM_011534113.2,XP_011532415,XP_011532415.1,coiled-coil domain containing 51,hsa:79714,uc003ctd.3,uc031rzm.2
CEP162	9606.ENSP00000385215	Centrosomal protein of 162 kDa; Required to promote assembly of the transition zone in primary cilia. Acts by specifically recognizing and binding the axonemal microtubule. Localizes to the distal ends of centrioles before ciliogenesis and directly binds to axonemal microtubule, thereby promoting and restricting transition zone formation specifically at the cilia base. Required to mediate CEP290 association with microtubules. Belongs to the CEP162 family.	http://smart.embl.de/smart/DDvec.cgi?smart=1403:	22832,A6PVL7,A6PVL8,AB023226,AL138742,BAA76853.2,C6orf84,CCDS34494,CCDS34494.2,CCDS69149,CCDS69149.1,CE162_HUMAN,CEP162,CEP162-201,CEP162-202,CEP162-203,CEP162-204,CEP162-205,CEP162-206,CEP162-207,Centrosomal protein 162,Centrosomal protein of 162 kDa,Cep162,ENSG00000135315,ENSP00000257766,ENSP00000358685,ENSP00000385215,ENSP00000390780,ENSP00000410813,ENSP00000481760,ENST00000257766,ENST00000257766.8,ENST00000369671,ENST00000403245,ENST00000403245.7,ENST00000418491,ENST00000435955,ENST00000435955.1,ENST00000461137,ENST00000461137.5,ENST00000487999,ENST00000487999.1,ENST00000497936,ENST00000497936.5,ENST00000617909,ENST00000617909.1,F6V2J0,HGNC:21107,HPA030170,HPA030171,HPA030172,HPA030173,KF510959,KIAA1009,NM_001286206,NM_001286206.1,NM_001286206.2,NM_014895,NM_014895.3,NM_014895.4,NP_001273135,NP_001273135.1,NP_055710,NP_055710.2,NX_Q5TB80,OMIM:610201,OTTHUMG00000015123,Protein QN1,Protein QN1 homolog,Q5TB80,Q6P475,Q9Y2L2,QN1,R-HSA-1852241,R-HSA-5617833,R-HSA-5620912,UPI000020D2A5,UPI0001533DAA,UPI0001574822,URS0000E9FD67,XM_005248674,XM_005248674.4,XM_006715380,XM_006715380.2,XM_006715380.3,XM_011535592,XM_011535592.3,XM_011535594,XM_011535594.2,XM_017010483,XM_017010483.2,XM_017010484,XM_017010484.1,XM_017010484.2,XP_005248731,XP_005248731.1,XP_006715443,XP_006715443.1,XP_011533894,XP_011533894.1,XP_011533896,XP_011533896.1,XP_016865972,XP_016865972.1,XP_016865973,XP_016865973.1,XR_001743262,XR_001743262.2,XR_001743263,XR_001743263.2,XR_001743264,XR_001743264.2,XR_002956270,XR_002956270.1,XR_942351,XR_942351.3,centrosomal protein 162,centrosomal protein 162kDa,chromosome 6 open reading frame 84,hsa:22832,uc003pkj.6
CEP290	9606.ENSP00000448012	Centrosomal protein of 290 kDa; Involved in early and late steps in cilia formation. Its association with CCP110 is required for inhibition of primary cilia formation by CCP110. May play a role in early ciliogenesis in the disappearance of centriolar satellites and in the transition of primary ciliar vesicles (PCVs) to capped ciliary vesicles (CCVs). Required for the centrosomal recruitment of RAB8A and for the targeting of centriole satellite proteins to centrosomes such as of PCM1. Required for the correct localization of ciliary and phototransduction proteins in retinal photorecepto [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=2479:Pfam_CEP209_CC5(1289|1416)+	3H11Ag,80184,A0A0A0MS86,AAG34904.1,AAZ83370.1,AB002371,AC091516,AF273044,AK023677,AK025632,BAA20828.2,BAB15196.1,BBS14,BK005587,Bardet-Biedl syndrome 14,Bardet-Biedl syndrome 14 protein,CAB029995,CCDS55858,CCDS55858.1,CE290_HUMAN,CEP290,CEP290-201,CEP290-202,CEP290-203,CEP290-204,CEP290-205,CEP290-206,CEP290-207,CEP290-208,CEP290-209,CEP290-210,CEP290-211,CEP290-212,CEP290-213,CT87,Cancer/testis antigen 87,Centrosomal protein 290,Centrosomal protein CEP290,Centrosomal protein of 290 kDa,Cep290,DAA05591.1,DQ109808,ENSG00000198707,ENSP00000256013,ENSP00000308021,ENSP00000380938,ENSP00000444813,ENSP00000445818,ENSP00000446905,ENSP00000447527,ENSP00000447623,ENSP00000448012,ENSP00000448256,ENSP00000448573,ENSP00000473863,ENSP00000500665,ENSP00000500729,ENST00000256013,ENST00000309041,ENST00000309041.11,ENST00000397838,ENST00000397838.7,ENST00000536998,ENST00000545139,ENST00000547691,ENST00000547691.6,ENST00000547926,ENST00000547926.6,ENST00000548323,ENST00000550962,ENST00000550962.5,ENST00000552770,ENST00000552770.2,ENST00000552810,ENST00000552810.5,ENST00000604024,ENST00000604024.5,ENST00000671777,ENST00000671822,ENST00000672414,ENST00000672647,ENST00000673058,F8VS29,F8W097,F8W0V9,FLJ13615,HGNC:29021,HPA043918,HPA064397,J3KNF5,JBTS5,Joubert syndrome 5,KIAA0373,LCA10,MKS4,Meckel syndrome, type 4,NM_025114,NM_025114.3,NM_025114.4,NPHP6,NP_079390,NP_079390.3,NX_O15078,Nephrocystin-6,O15078,OMIM:610142,OTTHUMG00000169871,POC3,POC3 centriolar protein homolog (Chlamydomonas),Q1PSK5,Q66GS8,Q9H2G6,Q9H6Q7,Q9H8I0,R-HSA-1640170,R-HSA-168249,R-HSA-168256,R-HSA-1852241,R-HSA-2565942,R-HSA-380259,R-HSA-380270,R-HSA-380284,R-HSA-380287,R-HSA-380320,R-HSA-453274,R-HSA-5617833,R-HSA-5620912,R-HSA-6798695,R-HSA-68877,R-HSA-68886,R-HSA-69275,R-HSA-69278,R-HSA-8854518,S4R322,SLSN6,Tumor antigen se2-2,UPI0000140ECF,UPI0000D60D15,UPI0000D62225,UPI00020CE13F,UPI0003335163,UPI0003335166,UPI0004E4CA49,XM_011538756,XM_011538756.3,XM_011538757,XM_011538757.3,XM_011538758,XM_011538758.3,XM_011538759,XM_011538759.2,XM_011538760,XM_011538760.2,XM_011538761,XM_011538761.2,XM_011538762,XM_011538762.3,XM_011538763,XM_011538763.3,XM_011538764,XM_011538764.3,XM_011538765,XM_011538765.3,XM_011538766,XM_011538766.3,XM_017019980,XM_017019980.2,XM_017019981,XM_017019981.2,XM_017019982,XM_017019982.1,XM_017019983,XM_017019983.2,XP_011537058,XP_011537058.1,XP_011537059,XP_011537059.1,XP_011537060,XP_011537060.1,XP_011537061,XP_011537061.1,XP_011537062,XP_011537062.1,XP_011537063,XP_011537063.1,XP_011537064,XP_011537064.1,XP_011537065,XP_011537065.1,XP_011537066,XP_011537066.1,XP_011537067,XP_011537067.1,XP_011537068,XP_011537068.1,XP_016875469,XP_016875469.1,XP_016875470,XP_016875470.1,XP_016875471,XP_016875471.1,XP_016875472,XP_016875472.1,XR_001748869,XR_001748869.1,XR_001748870,XR_001748870.2,cancer/testis antigen 87,centrosomal protein 290,centrosomal protein 290kDa,hsa:80184,nephrocystin-6,rd16,uc001taq.4,uc001tar.4
